collision_score,orientation_score,progress_score,time_score,reward,action
0.0,1.02925303390347,3.1377292705525033,-2.0,2.1669823044559733,0
0.0,1.02925303390347,3.1377292705525033,-2.0,2.1669823044559733,0
0.0,0.9791479468671413,3.165867525577493,-2.0,2.1450154724446344,0
0.0,0.9275183691017355,3.192704602586735,-2.0,2.12022297168847,1
0.0,0.8743725612400706,3.2181817070484584,-2.0,2.092554268288529,2
0.0,1.376770959328974,3.242239703347483,-2.0,2.619010662676457,1
0.0,0.7636156299259609,3.2648195633638597,-2.0,2.0284351932898206,2
0.0,1.2721402715609464,3.300018803396984,-2.0,2.5721590749579306,0
0.0,0.6557856301549045,3.319711148552196,-2.0,1.9754967787071007,2
0.0,0.6034674272591376,3.352347059081332,-2.0,1.9558144863404694,0
0.0,-0.015975072735777474,3.3688962517629317,-2.0,1.3529211790271543,0
0.0,-0.07958495884449279,3.383669675742695,-2.0,1.3040847168982022,0
0.0,-0.14564417135589114,3.3803656302721983,-2.0,1.2347214589163071,0
0.0,-0.21135619219991852,3.3751331371773716,-2.0,1.163776944977453,2
0.0,-0.27656975012026663,3.3679907451242315,-2.0,1.0914209950039648,2
0.0,-0.8981827891974721,3.35896339166157,-2.0,0.4607806024640979,0
0.0,-1.5190173363001633,3.348081979146885,-2.0,-0.17093535715327834,1
0.0,-1.574849167962771,3.3203072443859956,-2.0,-0.2545419235767754,0
0.0,-1.0600353428091651,3.2787246745637173,-2.0,0.21868933175455219,1
0.0,-1.1002530422996912,3.236340510627116,-2.0,0.1360874683274247,1
0.0,-0.5932401586067879,3.205187006707794,-2.0,0.611946848101006,2
0.0,-0.08448830794704776,3.1728443900062384,-2.0,1.0883560820591907,1
0.0,-0.6962826333936052,3.1536075925685587,-2.0,0.4573249591749535,0
0.0,-0.19692630557866586,3.1486798097647064,-2.0,0.9517535041860405,0
0.0,-0.2496809728906797,3.1264049492591077,-2.0,0.876723976368428,2
0.0,-0.30610009713372843,3.118276160800354,-2.0,0.8121760636666258,0
0.0,-0.9190279020758707,3.1085201942211036,-2.0,0.1894922921452329,1
0.0,-0.9742931208358128,3.09716207728243,-2.0,0.12286895644661744,2
0.0,-0.4656453872202202,3.0691690853919535,-2.0,0.6035236981717333,0
0.0,-1.069669905021155,3.0399722100730795,-2.0,-0.029697694948075615,0
0.0,-1.1219279123023125,3.0243660454069,-2.0,-0.09756186689541235,2
0.0,-1.1663288243812027,2.9927543480380994,-2.0,-0.1735744763431033,1
0.0,-1.7663727937716398,2.9600917305171857,-2.0,-0.8062810632544541,2
0.0,-1.2509564635027928,2.9264278540898525,-2.0,-0.32452860941294026,0
0.0,-1.8375221975533975,2.8806849573455455,-2.0,-0.956837240207852,0
0.0,-1.8764594438047957,2.8454056960275285,-2.0,-1.0310537477772672,1
0.0,-1.9034485637428453,2.7985513658645633,-2.0,-1.104897197878282,2
0.0,-1.3722655679055438,2.751275779787888,-2.0,-0.6209897881176556,0
0.0,-1.9540979373530334,2.703604954672218,-2.0,-1.2504929826808153,1
0.0,-1.988232850420448,2.6657861147312865,-2.0,-1.3224467356891616,1
0.0,-1.453896694338063,2.6172434626849075,-2.0,-0.8366532316531554,0
0.0,-0.9186509100815825,2.568377491085432,-2.0,-0.3502734189961507,2
0.0,-0.9496761930799447,2.528919959890441,-2.0,-0.4207562331895036,1
0.0,-1.5443855697342888,2.501693752775533,-2.0,-1.0426918169587558,1
0.0,-1.0241842430699424,2.473516930391308,-2.0,-0.5506673126786343,2
0.0,-0.49534255566396457,2.4319483025881583,-2.0,-0.06339425307580626,2
0.0,-1.0874993072482082,2.4021592071534608,-2.0,-0.6853401000947474,0
0.0,-1.6839359151447326,2.386232617126301,-2.0,-1.2977032980184318,0
0.0,-1.7175665954015993,2.354631998289987,-2.0,-1.3629345971116122,1
0.0,-1.7423337786211208,2.310517769370933,-2.0,-1.4318160092501877,2
0.0,-1.209255405862165,2.265965887361059,-2.0,-0.9432895185011061,2
0.0,-1.7894896430702756,2.220997401029834,-2.0,-1.5684922420404417,1
0.0,-2.3769392775532054,2.1869249439330902,-2.0,-2.190014333620115,1
0.0,-1.8415922807583145,2.141047594769284,-2.0,-1.7005446859890305,0
0.0,-1.2959352480925526,2.0876936773179446,-2.0,-1.208241570774608,1
0.0,-1.316384901157526,2.0412755502173496,-2.0,-1.2751093509401763,0
0.0,-0.7869333396963856,2.0053120061411507,-2.0,-0.7816213335552349,1
0.0,-0.8138637966862228,1.9687383736818989,-2.0,-0.8451254230043239,1
0.0,-0.28873559756846134,1.945139786992577,-2.0,-0.3435958105758843,2
0.0,0.23689050589695482,1.9207014028112699,-2.0,0.1575919087082247,0
0.0,-0.35432572927439,1.9108537246234416,-2.0,-0.4434720046509484,2
-100.0,0.0,0.0,0.0,-100.0,1
0.0,-1.4208370813401865,3.076013656781388,-2.0,-0.34482342455879844,0
0.0,-1.4208370813401865,3.076013656781388,-2.0,-0.34482342455879844,2
